DefaultSPUId,DefaultSpeciesTypeId,A,B,a_nonmerch,b_nonmerch,k_nonmerch,cap_nonmerch,a_sap,b_sap,k_sap,cap_sap,a1,a2,a3,b1,b2,b3,c1,c2,c3,min_volume,max_volume,low_stemwood_prop,high_stemwood_prop,low_stembark_prop,high_stembark_prop,low_branches_prop,high_branches_prop,low_foliage_prop,high_foliage_prop
41,19,0.651791197,0.944397967,99.99999999,-1.904928107,1.024377206,2.777416881,1.767955442,-1.263591932,0.998690735,1.020035359,-1.418248,2.22e-05,-0.1709247,0.3766384,0.0008121,-0.4662328,0.1169306,0.0007167,-0.5197955,7.783487958,831.2250303,0.52512357,0.791104591,0.08227077,0.061775111,0.234759092,0.098285213,0.157846568,0.048835084
41,27,0.565589007,0.916078069,34.26607716,-1.199813945,0.981924881,1.228119239,0.752347706,-0.952378528,0.99539267,1.031981033,-1.556472,5.3e-05,-0.0613843,0.0074748,-0.0001224,-0.2511565,0.2122339,-0.0001344,-0.3075333,0.767920862,2097.063614,0.390720423,0.740659995,0.073994928,0.109134681,0.253475865,0.084505716,0.281808784,0.065699608
41,28,0.565589007,0.916078069,34.27521918,-1.047791704,0.953121895,9.572097288,0.752347706,-0.952378528,0.99539267,1.031981033,-1.556472,5.3e-05,-0.0613843,0.0074748,-0.0001224,-0.2511565,0.2122339,-0.0001344,-0.3075333,0.767920862,2097.063614,0.390720423,0.740659995,0.073994928,0.109134681,0.253475865,0.084505716,0.281808784,0.065699608
41,30,0.43328779,0.971766472,34.26607716,-1.199813945,0.981924881,1.228119239,0.752347706,-0.952378528,0.99539267,1.031981033,-1.556472,5.3e-05,-0.0613843,0.0074748,-0.0001224,-0.2511565,0.2122339,-0.0001344,-0.3075333,0.767920862,2097.063614,0.390720423,0.740659995,0.073994928,0.109134681,0.253475865,0.084505716,0.281808784,0.065699608
41,31,0.513159021,0.94374262,4.370101921,-0.578141856,0.802028969,3.119159634,0.752347706,-0.952378528,0.99539267,1.031981033,-1.495276,0.0001138,-0.0626243,-0.2734293,0.0006056,-0.194112,-0.1581862,0.0003785,-0.319631,4.184301589,852.1108763,0.473479501,0.609195067,0.092428898,0.098582653,0.234808623,0.209306381,0.199282978,0.082915899
41,36,0.448419585,0.985889613,22.40183781,-0.865873851,0.909127154,7.023858996,2.896700294,-1.262326712,0.998688527,1.051082755,-1.794997,-4.22E-05,-0.0073855,0.3521001,-0.0001529,-0.3092179,0.4897386,-0.0002694,-0.4412296,0.41108922,3462.674586,0.359413378,0.819598497,0.058967639,0.110773961,0.303205669,0.055199979,0.278413314,0.014427563
41,38,0.448419585,0.985889613,22.40183781,-0.865873851,0.909127154,7.023858996,2.896700294,-1.262326712,0.998688527,1.051082755,-1.794997,-4.22E-05,-0.0073855,0.3521001,-0.0001529,-0.3092179,0.4897386,-0.0002694,-0.4412296,0.41108922,3462.674586,0.359413378,0.819598497,0.058967639,0.110773961,0.303205669,0.055199979,0.278413314,0.014427563
41,39,0.619054871,0.955080865,23.7420788,-1.257319418,1.018475206,5.378588737,2.896700294,-1.262326712,0.998688527,1.051082755,-1.355313,-8.77E-05,-0.0562639,-0.7356065,-0.0002679,-0.141275,0.3233419,0.0002344,-0.4297209,7.596250001,1249.031217,0.494111414,0.731955709,0.110414661,0.113235943,0.165209361,0.091617787,0.230264564,0.063190562
41,41,0.497746142,0.977656007,41.27354201,-1.025384947,0.923602106,7.76561681,0.54870672,-0.835829886,0.996274057,1.022997618,-1.244877,-1.93E-05,-0.0728796,-0.0248945,-0.0001724,-0.2091615,0.2900703,-0.0003808,-0.3410254,2.587423538,3057.885158,0.39130667,0.77781265,0.097210109,0.117634075,0.249706663,0.083550302,0.261776559,0.021002974
41,42,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
41,44,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
41,45,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
41,46,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
41,50,0.449993893,0.964732894,14.68880842,-0.779800505,0.862759385,6.20164401,99.99999999,-1.896679055,1.006262742,1.242212467,-0.642767,0.0003686,-0.2373158,0.27354,-1.54E-05,-0.2856494,0.4455881,-0.000144,-0.4273538,0.83015197,2434.111399,0.347758542,0.725533456,0.120379519,0.147000412,0.276282368,0.09899517,0.255579572,0.028470962
41,58,0.655046611,0.942665754,48.26663286,-1.508630981,1.03107421,10,99.99999999,-1.896679055,1.006262742,1.242212467,0.1816843,0.000572,-0.4332369,1.712082,0.000484,-0.6285218,2.259813,0.0007133,-0.8135678,1.81173251,1591.073964,0.192408527,0.762204796,0.100596051,0.093013148,0.319471665,0.088485519,0.387523757,0.056296537
41,63,1.223934891,0.832757817,99.99999999,-1.418596947,1.02263491,1.5294329,99.99999999,-2.272171647,0.998331188,1.037025318,-1.316127,-0.0002972,-0.0564401,-1.810952,-0.0010492,0.02099,-2.086308,-0.0011236,-0.1464488,2.00181295,595.9033758,0.665230487,0.78032068,0.159743541,0.1221619,0.113061437,0.078087834,0.061964535,0.019429585
41,65,0.556559583,0.96421742,59.02345194,-1.561677956,1.006247851,8.383966639,99.99999999,-2.272171647,0.998331188,1.037025318,-0.4687159,4.46e-05,-0.2582633,-1.260087,2.62e-05,-0.0868004,-0.4194222,0.0004244,-0.5590838,3.591886831,1725.568581,0.557937581,0.78429225,0.200379675,0.077274344,0.13131018,0.121839306,0.110372564,0.0165941
41,76,1.156141943,0.867804107,99.99999999,-1.021518453,0.502448121,1.305090227,0.890895605,-0.010674865,0.170398718,1.02312178,-1.733454,-0.0005786,0.0123067,-1.253744,-0.0004228,-0.0585442,-0.5131046,0.0011113,-0.4724806,5.832284885,382.7908921,0.615591668,0.725466822,0.111617339,0.110523946,0.152458222,0.124247634,0.120332772,0.039761599
41,78,1.156141943,0.867804107,99.99999999,-1.021518453,0.502448121,1.305090227,0.890895605,-0.010674865,0.170398718,1.02312178,-1.733454,-0.0005786,0.0123067,-1.253744,-0.0004228,-0.0585442,-0.5131046,0.0011113,-0.4724806,5.832284885,382.7908921,0.615591668,0.725466822,0.111617339,0.110523946,0.152458222,0.124247634,0.120332772,0.039761599
41,84,0.595244535,0.959460637,0.995619523,-1.00E-08,0.01076243,1.006381914,99.99999999,-2.272171647,0.998331188,1.037025318,-1.291454,5.21e-05,-0.0756369,-0.1016642,6.5e-05,-0.2732753,-0.8087489,0.0001133,-0.4255576,49.4228606,1286.024611,0.629145652,0.749572142,0.128147167,0.128156074,0.191270499,0.103949653,0.051436682,0.018322131
41,105,0.54140729,0.960138222,75.29415243,-1.402438385,0.976811719,4.965537166,99.99999999,-2.202629612,0.998115883,1.042735212,-1.554899,4.84e-05,-0.0443205,-0.4419988,-0.0003921,-0.1228719,-0.0335258,0.0006035,-0.5118409,5.807903127,1074.611558,0.511308511,0.71742579,0.097208694,0.117123805,0.244747688,0.128269608,0.146735107,0.037180797
41,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,173,1.156141943,0.867804107,99.99999999,-1.021518453,0.502448121,1.305090227,0.890895605,-0.010674865,0.170398718,1.02312178,-1.733454,-0.0005786,0.0123067,-1.253744,-0.0004228,-0.0585442,-0.5131046,0.0011113,-0.4724806,5.832284885,382.7908921,0.615591668,0.725466822,0.111617339,0.110523946,0.152458222,0.124247634,0.120332772,0.039761599
42,1,0.62198894,0.927063919,7.272826386,-0.654643967,0.812133761,2.103668442,0.200355006,-0.677309647,0.995499139,1.021389224,-1.668403,4.12e-06,-0.0672941,-0.9870448,-0.0001072,-0.1228512,-0.3633093,-4.17E-05,-0.3397062,4.8725,871.8438014,0.567484707,0.749249666,0.091720325,0.089860126,0.159548468,0.110618315,0.181246501,0.050271894
42,2,0.570721143,0.970566186,31.27119152,-0.812266234,0.642647443,10,0.200355006,-0.677309647,0.995499139,1.021389224,-1.788679,-0.0005962,-0.0264113,-1.674199,0.0002915,-0.0613131,-1.349257,-0.0008185,-0.1412728,8.290479482,368.4371536,0.669114587,0.744575698,0.103960003,0.085459773,0.107291891,0.10808012,0.119633519,0.061884409
42,5,0.369190957,1.010019624,13.41720719,-0.852721361,0.891091864,5.046480271,0.200355006,-0.677309647,0.995499139,1.021389224,-1.277283,-6.31E-05,-0.1333734,-0.1280963,-0.0003631,-0.1939218,0.0996891,-0.0001484,-0.359915,0.846880032,974.4790194,0.4115523,0.742262861,0.090656215,0.077663503,0.257002088,0.12056998,0.240789398,0.059503656
42,6,0.634661959,0.92303016,10.8077855,-0.571795742,0.556070185,5.216449314,0.200355006,-0.677309647,0.995499139,1.021389224,-1.364289,3.49e-05,-0.1242236,-0.4143255,-6.90E-05,-0.2443102,0.1036483,-0.0001692,-0.4253573,0.419501187,1105.816277,0.45768355,0.78857692,0.094818572,0.087651824,0.200124245,0.087033425,0.247373634,0.03673783
42,7,0.458601379,0.973713449,10.40284908,-0.786749098,0.93631337,3.809379944,0.200355006,-0.677309647,0.995499139,1.021389224,-2.497703,-0.0002585,0.1273666,-0.4288351,-0.0002728,-0.165095,-0.163783,0.0001047,-0.2869107,2.794610117,2605.279537,0.489819541,0.758569765,0.052308054,0.086685544,0.227108558,0.066223935,0.230763848,0.088520757
42,12,0.588946076,0.944185649,99.99999999,-1.407918778,0.802903744,2.116223384,99.99999999,-2.257283737,1.000036453,1.039719155,-0.9777701,0.0002829,-0.2001038,0.8228506,0.0005477,-0.4553019,1.034414,0.00049,-0.5955763,9.85658574,754.8738731,0.407062966,0.729994889,0.089480208,0.09015246,0.272764993,0.122639068,0.230691833,0.057213583
42,15,0.855782972,0.893590709,23.08267664,-0.989909086,0.919896933,3.74879422,99.99999999,-2.257283737,1.000036453,1.039719155,-1.785232,-0.0001723,-0.082619,-1.379928,-0.0006176,-0.1123856,-1.339951,-0.000602,-0.213751,0.189794154,1134.258729,0.649510202,0.859738566,0.09509778,0.06631924,0.135789872,0.048676548,0.119602147,0.025265646
42,17,0.754792276,0.890899849,99.99999999,-2.200239448,1.007954393,1.025694417,99.99999999,-2.257283737,1.000036453,1.039719155,-1.308831,0.0003756,-0.1644074,1.030035,0.0004177,-0.462601,1.054253,0.0004233,-0.569974,0.89773295,529.1797189,0.287437213,0.709901286,0.058018302,0.083300617,0.354425258,0.135737957,0.300119227,0.071060141
42,19,0.651791197,0.944397967,99.99999999,-1.904928107,1.024377206,2.777416881,99.99999999,-2.257283737,1.000036453,1.039719155,-1.418248,2.22e-05,-0.1709247,0.3766384,0.0008121,-0.4662328,0.1169306,0.0007167,-0.5197955,7.783487958,831.2250303,0.52512357,0.791104591,0.08227077,0.061775111,0.234759092,0.098285213,0.157846568,0.048835084
42,27,0.548145508,0.936568995,19.3060294,-0.943322261,0.923914188,5.502653865,73.57445775,-2.389234531,1.000852762,1.034286731,-1.312407,0.0001252,-0.1073977,0.1459929,0.0001743,-0.2695429,0.1067876,-0.0001153,-0.3514152,1.396603454,1226.179744,0.399679254,0.696427481,0.088157509,0.101784877,0.28053257,0.146596762,0.231630667,0.05519088
42,28,0.548145508,0.936568995,19.3060294,-0.943322261,0.923914188,5.502653865,73.57445775,-2.389234531,1.000852762,1.034286731,-1.312407,0.0001252,-0.1073977,0.1459929,0.0001743,-0.2695429,0.1067876,-0.0001153,-0.3514152,1.396603454,1226.179744,0.399679254,0.696427481,0.088157509,0.101784877,0.28053257,0.146596762,0.231630667,0.05519088
42,30,0.548145508,0.936568995,19.3060294,-0.943322261,0.923914188,5.502653865,73.57445775,-2.389234531,1.000852762,1.034286731,-1.312407,0.0001252,-0.1073977,0.1459929,0.0001743,-0.2695429,0.1067876,-0.0001153,-0.3514152,1.396603454,1226.179744,0.399679254,0.696427481,0.088157509,0.101784877,0.28053257,0.146596762,0.231630667,0.05519088
42,31,0.548145508,0.936568995,19.3060294,-0.943322261,0.923914188,5.502653865,73.57445775,-2.389234531,1.000852762,1.034286731,-1.312407,0.0001252,-0.1073977,0.1459929,0.0001743,-0.2695429,0.1067876,-0.0001153,-0.3514152,1.396603454,1226.179744,0.399679254,0.696427481,0.088157509,0.101784877,0.28053257,0.146596762,0.231630667,0.05519088
42,36,0.466142413,0.985172425,16.23254751,-0.700629227,0.704028813,5.972264852,14.47105918,-1.787275912,1.002914723,1.037795726,-1.506366,0.000137,-0.0685096,0.0678531,-0.0002786,-0.251956,0.2780956,-0.0007954,-0.3842847,0.788611938,1390.614797,0.391207739,0.764785396,0.076913796,0.124918221,0.268933586,0.089620755,0.262944879,0.020675629
42,38,0.466142413,0.985172425,16.23254751,-0.700629227,0.704028813,5.972264852,14.47105918,-1.787275912,1.002914723,1.037795726,-1.506366,0.000137,-0.0685096,0.0678531,-0.0002786,-0.251956,0.2780956,-0.0007954,-0.3842847,0.788611938,1390.614797,0.391207739,0.764785396,0.076913796,0.124918221,0.268933586,0.089620755,0.262944879,0.020675629
42,39,0.764393214,0.922980134,1.13100019,-0.010656306,1e-08,1.099392928,14.47105918,-1.787275912,1.002914723,1.037795726,-1.752475,-0.0001423,0.0141545,-1.76198,-0.000412,0.0461702,-1.468137,-0.0003019,-0.1317877,22.93099911,1047.968331,0.65488706,0.721692868,0.118611741,0.118926439,0.12990064,0.110960262,0.096600559,0.048420431
42,41,0.614955465,0.944456808,15.60925025,-0.987997507,0.996561794,3.653291572,16.7497384,-1.935597145,1.000233784,1.046652605,-1.403252,4.76e-05,-0.0629483,-0.3861517,0.0001132,-0.1950155,-0.116808,8.17e-05,-0.3352757,0.590985695,1855.68859,0.453281512,0.69287488,0.099977552,0.115816753,0.220252926,0.133827026,0.22648801,0.057481341
42,42,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
42,44,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
42,45,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
42,46,0.75143778,0.911929131,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
42,50,0.701762676,0.901100986,5.32215783,-0.45183117,0.591822115,4.298219134,0.371875598,-0.663187838,0.991258332,1.070260389,-0.8209704,0.0002832,-0.2011756,-0.0666428,0.0001501,-0.2641068,0.215705,-1.17E-06,-0.4260966,1.331883172,2571.709328,0.409249699,0.712158183,0.124268313,0.133693595,0.2352027,0.123137932,0.231279288,0.03101029
42,58,0.655046611,0.942665754,48.26663286,-1.508630981,1.03107421,10,0.371875598,-0.663187838,0.991258332,1.070260389,0.1816843,0.000572,-0.4332369,1.712082,0.000484,-0.6285218,2.259813,0.0007133,-0.8135678,1.81173251,1591.073964,0.192408527,0.762204796,0.100596051,0.093013148,0.319471665,0.088485519,0.387523757,0.056296537
42,61,0.712771669,0.918396184,18.91496167,-0.957503553,0.9503155,4.077527344,13.99522104,-1.826551873,1.000201557,1.037376653,-1.401252,0.0002992,-0.1231799,-0.5623339,0.0001649,-0.2080012,-0.5551928,-0.0002592,-0.2865312,0.189794154,2571.709328,0.509228861,0.712713928,0.102397544,0.143997444,0.206042118,0.121161435,0.182331477,0.022127193
42,63,0.802557671,0.908313305,27.96070913,-1.002430536,0.864250051,5.189124608,99.99999999,-2.168093113,0.998622459,1.052408882,-1.285261,-7.10E-05,-0.0751377,-1.501629,-0.000512,-0.0580218,-1.90648,-0.0005612,-0.1764554,0.478305947,650.5206809,0.642995969,0.766479663,0.156498997,0.124344994,0.129746341,0.083999955,0.070758694,0.025175388
42,65,0.513046452,0.98212402,99.99999999,-1.648129731,0.980377598,1.206861042,99.99999999,-2.168093113,0.998622459,1.052408882,-0.3144638,0.0001698,-0.2966307,-0.3637494,0.0005522,-0.2570462,0.1022877,6.99e-06,-0.5948194,57.64103521,1197.346451,0.641677035,0.744539561,0.138673577,0.081279815,0.158960677,0.161937727,0.060688711,0.012242897
42,76,0.918794296,0.907921307,24.28989959,-0.96744188,0.889762827,4.945991517,0.71912159,-1.043654415,0.997744334,1.019765385,-1.545135,-0.0001984,-0.0383172,-0.9938384,0.0002226,-0.1400569,-1.237737,-0.0002801,-0.2570242,0.7875,553.2124869,0.597531732,0.729122583,0.119133251,0.109355408,0.172992169,0.125879504,0.110342848,0.035642505
42,78,0.918794296,0.907921307,24.28989959,-0.96744188,0.889762827,4.945991517,0.71912159,-1.043654415,0.997744334,1.019765385,-1.545135,-0.0001984,-0.0383172,-0.9938384,0.0002226,-0.1400569,-1.237737,-0.0002801,-0.2570242,0.7875,553.2124869,0.597531732,0.729122583,0.119133251,0.109355408,0.172992169,0.125879504,0.110342848,0.035642505
42,84,0.595244535,0.959460637,0.995619523,-1.00E-08,0.01076243,1.006381914,99.99999999,-2.168093113,0.998622459,1.052408882,-1.291454,5.21e-05,-0.0756369,-0.1016642,6.5e-05,-0.2732753,-0.8087489,0.0001133,-0.4255576,49.4228606,1286.024611,0.629145652,0.749572142,0.128147167,0.128156074,0.191270499,0.103949653,0.051436682,0.018322131
42,105,0.54140729,0.960138222,75.29415243,-1.402438385,0.976811719,4.965537166,99.99999999,-2.110098883,0.995381604,1.040908217,-1.554899,4.84e-05,-0.0443205,-0.4419988,-0.0003921,-0.1228719,-0.0335258,0.0006035,-0.5118409,5.807903127,1074.611558,0.511308511,0.71742579,0.097208694,0.117123805,0.244747688,0.128269608,0.146735107,0.037180797
42,153,0.849455792,0.906400254,39.10988503,-1.096166705,1.039538013,10,99.99999999,-2.110098883,0.995381604,1.040908217,-1.37913,-0.0010944,-0.019176,-2.419292,-0.0062002,0.3379308,-2.049102,-0.000368,-0.0563004,3.410228284,187.505731,0.651937506,0.694719747,0.157001011,0.128805572,0.116643105,0.114342925,0.074418379,0.062131756
42,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,173,0.918794296,0.907921307,24.28989959,-0.96744188,0.889762827,4.945991517,0.71912159,-1.043654415,0.997744334,1.019765385,-1.545135,-0.0001984,-0.0383172,-0.9938384,0.0002226,-0.1400569,-1.237737,-0.0002801,-0.2570242,0.7875,553.2124869,0.597531732,0.729122583,0.119133251,0.109355408,0.172992169,0.125879504,0.110342848,0.035642505
44,2,0.5612,0.97353,16.7172,-0.65682,0.1706,6.8288,0,0,1,1,-1.38719,0.000904,-0.12079,-1.24722,-0.00107,-0.15991,-1.1872,-0.00076,-0.22634,1.728,151.74,0.62188,0.74023,0.12358,0.11516,0.13148,0.08055,0.12307,0.06406
44,6,0.5267,0.97123,5.7092,-0.6663,0.82367,2.6601,0,0,1,1,-1.33069,-0.000733,-0.07443,-0.92291,-0.00238,-0.06187,-0.9638,-0.00248,-0.12541,1.485,376.1,0.53106,0.76177,0.12199,0.09818,0.18731,0.08572,0.15964,0.05433
44,15,0.4935,0.99456,67.9141,-1.46963,1.15769,7.8539,0,0,1,1,-2.14536,-0.001646,0.02522,-2.59471,-0.00392,0.21292,-2.2446,-0.00309,0.01382,2.775,252.97,0.74346,0.81202,0.09121,0.07209,0.08498,0.07339,0.08036,0.0425
44,31,0.5437,0.96564,15.8077,-0.99203,0.92474,4.2284,0,0,1,1,-1.55893,-0.000967,-0.02244,-1.6301,-0.00305,0.09569,-1.5649,-0.00304,0.00828,1.485,376.1,0.60751,0.76463,0.12237,0.09786,0.14169,0.08401,0.12844,0.0535
44,44,0.4935,0.99456,67.9141,-1.46963,1.15769,7.8539,0,0,1,1,-2.14536,-0.001646,0.02522,-2.59471,-0.00392,0.21292,-2.2446,-0.00309,0.01382,2.775,252.97,0.74346,0.81202,0.09121,0.07209,0.08498,0.07339,0.08036,0.0425
44,63,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
44,65,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
44,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,173,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
45,2,0.5612,0.97353,16.7172,-0.65682,0.1706,6.8288,0,0,1,1,-1.38719,0.000904,-0.12079,-1.24722,-0.00107,-0.15991,-1.1872,-0.00076,-0.22634,1.728,151.74,0.62188,0.74023,0.12358,0.11516,0.13148,0.08055,0.12307,0.06406
45,6,0.5267,0.97123,5.7092,-0.6663,0.82367,2.6601,0,0,1,1,-1.33069,-0.000733,-0.07443,-0.92291,-0.00238,-0.06187,-0.9638,-0.00248,-0.12541,1.485,376.1,0.53106,0.76177,0.12199,0.09818,0.18731,0.08572,0.15964,0.05433
45,15,0.4935,0.99456,67.9141,-1.46963,1.15769,7.8539,0,0,1,1,-2.14536,-0.001646,0.02522,-2.59471,-0.00392,0.21292,-2.2446,-0.00309,0.01382,2.775,252.97,0.74346,0.81202,0.09121,0.07209,0.08498,0.07339,0.08036,0.0425
45,31,0.5437,0.96564,15.8077,-0.99203,0.92474,4.2284,0,0,1,1,-1.55893,-0.000967,-0.02244,-1.6301,-0.00305,0.09569,-1.5649,-0.00304,0.00828,1.485,376.1,0.60751,0.76463,0.12237,0.09786,0.14169,0.08401,0.12844,0.0535
45,44,0.4935,0.99456,67.9141,-1.46963,1.15769,7.8539,0,0,1,1,-2.14536,-0.001646,0.02522,-2.59471,-0.00392,0.21292,-2.2446,-0.00309,0.01382,2.775,252.97,0.74346,0.81202,0.09121,0.07209,0.08498,0.07339,0.08036,0.0425
45,63,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
45,65,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
45,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,173,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
46,2,0.5612,0.97353,16.7172,-0.65682,0.1706,6.8288,0,0,1,1,-1.38719,0.000904,-0.12079,-1.24722,-0.00107,-0.15991,-1.1872,-0.00076,-0.22634,1.728,151.74,0.62188,0.74023,0.12358,0.11516,0.13148,0.08055,0.12307,0.06406
46,6,0.5267,0.97123,5.7092,-0.6663,0.82367,2.6601,0,0,1,1,-1.33069,-0.000733,-0.07443,-0.92291,-0.00238,-0.06187,-0.9638,-0.00248,-0.12541,1.485,376.1,0.53106,0.76177,0.12199,0.09818,0.18731,0.08572,0.15964,0.05433
46,15,0.4935,0.99456,67.9141,-1.46963,1.15769,7.8539,0,0,1,1,-2.14536,-0.001646,0.02522,-2.59471,-0.00392,0.21292,-2.2446,-0.00309,0.01382,2.775,252.97,0.74346,0.81202,0.09121,0.07209,0.08498,0.07339,0.08036,0.0425
46,31,0.5437,0.96564,15.8077,-0.99203,0.92474,4.2284,0,0,1,1,-1.55893,-0.000967,-0.02244,-1.6301,-0.00305,0.09569,-1.5649,-0.00304,0.00828,1.485,376.1,0.60751,0.76463,0.12237,0.09786,0.14169,0.08401,0.12844,0.0535
46,44,0.4935,0.99456,67.9141,-1.46963,1.15769,7.8539,0,0,1,1,-2.14536,-0.001646,0.02522,-2.59471,-0.00392,0.21292,-2.2446,-0.00309,0.01382,2.775,252.97,0.74346,0.81202,0.09121,0.07209,0.08498,0.07339,0.08036,0.0425
46,63,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
46,65,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
46,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,173,0.5447,0.98762,27.1652,-1.11062,0.9651,5.9898,0,0,1,1,-1.73362,-0.00242,0.08342,-2.57591,-0.00551,0.34739,-2.0173,-0.00418,-0.09656,1.811,203.62,0.68363,0.73495,0.1411,0.12384,0.10028,0.11631,0.07499,0.0249
47,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
